HD,city,state,LO,city,state,address,city,store,time,url,zipcode,STATE,STATENS,STATE_NAME,STUSAB,NAME,population,under44_1,under44_2,under44_3,older65_1,older_65_2,income_per_capita,industrial_managers,construction_managers,farmers,realestate,construction_workers,state:1,place
1,League City,48,1,League City,48,3200 South Gulf Freeway,League City,HD,1597100820.74856,https://www.homedepot.com/,77573,48,1779801,Texas,TX,"League City city, Texas",100832,7798,14423,15073,6257,3832,42849,,,,,,48,41980
1,Leavenworth,20,,,,5000 S 4th Street,Leavenworth,HD,1597100401.0878,https://www.homedepot.com/,66048,20,481813,Kansas,KS,"Leavenworth city, Kansas",36008,3390,5343,5960,2605,1651,28655,,,,,,20,39000
1,Lebanon,39,,,,1889 Deerfield Rd,Lebanon,HD,1597100653.4893,https://www.homedepot.com/,45036,39,1085497,Ohio,OH,"Lebanon city, Ohio",20584,1526,2762,2521,1390,1228,29150,,,,,,39,42364
1,Lebanon,42,1,Lebanon,42,801 E Walnut Street,Lebanon,HD,1597100728.25611,https://www.homedepot.com/,17042,42,1779798,Pennsylvania,PA,"New Lebanon borough, Pennsylvania",216,13,24,31,23,5,18953,,,,,,42,53768
1,Lebanon,47,1,Lebanon,47,South Cumberland Street,Lebanon,LOW,1597173573.03235,https://www.lowes.com/,37087,47,1325873,Tennessee,TN,"Lebanon city, Tennessee",31592,3425,4430,4065,2694,2233,26004,,,,,,47,41520
1,Leeds,36,,,,695 Rt 23b,Leeds,HD,1597100600.43646,https://www.homedepot.com/,12451,36,1779796,New York,NY,"Leeds CDP, New York",433,16,91,104,30,0,15905,,,,,,36,41784
1,Lees Summit,29,1,Lees Summit,29,651 Se Oldham Parkway,Lees Summit,HD,1597100502.63537,https://www.homedepot.com/,64081,29,1779791,Missouri,MO,,,,,,,,,,,,,,,
1,Leesburg,12,1,Leesburg,12,Quiet Harbor Avenue,Leesburg,LOW,1597172446.70211,https://www.lowes.com/,34788,12,294478,Florida,FL,"Leesburg city, Florida",22243,1545,3030,2055,3151,2158,20563,,,,,,12,39875
1,Leesburg,51,1,Leesburg,51,East Market Street,Leesburg,LOW,1597173716.18777,https://www.lowes.com/,20176,51,1779803,Virginia,VA,"Leesburg town, Virginia",52125,4716,6911,8217,2346,1923,46153,,,,,,51,44984
1,Lemon Grove,6,,,,7530 Broadway,Lemon Grove,HD,1597100309.18002,https://www.homedepot.com/,91945,6,1779778,California,CA,"Lemon Grove city, California",26767,2193,4211,4064,2072,1376,23985,,,,,,6,41124
1,Lenoir City,47,,,,250 Abbie Drive,Lenoir City,HD,1597100768.26533,https://www.homedepot.com/,37772,47,1325873,Tennessee,TN,"Lenoir City city, Tennessee",9122,790,1583,1171,699,525,20119,,,,,,47,41760
1,Leominster,25,1,Leominster,25,198,Leominster,LOW,1597172788.09075,https://www.lowes.com/,1453,25,606926,Massachusetts,MA,"Leominster city, Massachusetts",41579,3296,5788,5195,3302,3381,32012,,,,,,25,35075
1,Levittown,36,,,,3350 Hempstead Turnpike,Levittown,HD,1597100602.97737,https://www.homedepot.com/,11756,36,1779796,New York,NY,"Levittown CDP, New York",51539,5063,6091,6264,4747,3621,41519,,,,,,36,42081
1,Levittown,42,,,,145 Levittown Pkwy,Levittown,HD,1597100730.10213,https://www.homedepot.com/,19055,42,1779798,Pennsylvania,PA,"Levittown CDP, Pennsylvania",51726,4887,6336,6596,4317,3285,30973,,,,,,42,42928
1,Lewes,10,,,,17832 Coastal Hwy,Lewes,HD,1597100329.47485,https://www.homedepot.com/,19958,10,1779781,Delaware,DE,"Lewes city, Delaware",3118,115,122,165,997,640,65303,,,,,,10,41830
1,Lewiston,16,,,,2425 Thain Grade,Lewiston,HD,1597100365.1834,https://www.homedepot.com/,83501,16,1779783,Idaho,ID,"Lewiston city, Idaho",32604,2981,4429,3693,3318,3091,27529,,,,,,16,46540
1,Lewisville,48,1,Lewisville,48,901 N Stemmons Pkwy,Lewisville,HD,1597100820.91036,https://www.homedepot.com/,75067,48,1779801,Texas,TX,"Lewisville city, Texas",104789,9131,21603,15580,5443,3205,30370,,,,,,48,42508
2,Lexington,21,3,Lexington,21,4055,Lexington,LOW,1597172716.09007,https://www.lowes.com/,40503,21,1779786,Kentucky,KY,"Lexington-Fayette urban county, Kentucky",318734,45469,49622,41784,23904,16169,32965,,,,,,21,46027
1,Lexington,45,2,Lexington,45,Augusta Road,Lexington,LOW,1597173510.21675,https://www.lowes.com/,29072:29169,45,1779799,South Carolina,SC,"Lexington town, South Carolina",21040,1275,3445,3392,1424,1041,32752,,,,,,45,41335
1,Liberty Lake,53,,,,21701 E Country Vista Dr,Liberty Lake,HD,1597100895.66446,https://www.homedepot.com/,99019,53,1779804,Washington,WA,"Liberty Lake city, Washington",9382,344,1439,1171,756,525,40564,,,,,,53,39335
1,Lihue,15,,,,4320 Nuhou Street,Lihue,HD,1597100359.74262,https://www.homedepot.com/,96766,15,1779782,Hawaii,HI,"Lihue CDP, Hawaii",7381,386,759,796,643,631,31117,,,,,,15,45200
2,Lilburn,13,,,,4121 Highway 78,Lilburn,HD,1597100355.73603,https://www.homedepot.com/,30047,13,1705317,Georgia,GA,"Lilburn city, Georgia",12561,935,1894,1697,907,532,23241,,,,,,13,46356
2,Lincoln,31,1,Lincoln,31,6800 South 70th Street,Lincoln,HD,1597100513.7835,https://www.homedepot.com/,68516,31,1779792,Nebraska,NE,"Lincoln city, Nebraska",280849,45093,41448,34269,20962,14918,30013,,,,,,31,28000
1,Lincoln,6,1,Lincoln,6,Sterling Parkway,Lincoln,LOW,1597172285.34618,https://www.lowes.com/,95648,6,1779778,California,CA,"Lincoln city, California",46939,2571,5415,5769,6793,5884,37692,,,,,,6,41474
1,Linden,34,,,,701 West Edgar Road,Linden,HD,1597100549.64628,https://www.homedepot.com/,7036,34,1779795,New Jersey,NJ,"Linden city, New Jersey",42033,3731,6155,5726,3410,2532,29259,,,,,,34,40350
1,Lindon,49,,,,535 S Lindon Park Dr,Lindon,HD,1597100839.84864,https://www.homedepot.com/,84042,49,1455989,Utah,UT,"Lindon city, Utah",10826,1356,929,1294,696,392,28514,,,,,,49,45090
1,Lisbon,9,1,Lisbon,9,155,Lisbon,LOW,1597172360.58824,https://www.lowes.com/,6351,9,1779780,Connecticut,CT,,,,,,,,,,,,,,,
1,Lithia Springs,13,,,,1000 Thornton Road,Lithia Springs,HD,1597100355.77781,https://www.homedepot.com/,30122,13,1705317,Georgia,GA,"Lithia Springs CDP, Georgia",17216,1993,2511,2929,715,635,23992,,,,,,13,46832
2,Little Rock,5,,,,12610 Chenal Pkwy,Little Rock,HD,1597100298.5177,https://www.homedepot.com/,72211,5,68085,Arkansas,AR,"North Little Rock city, Arkansas",66282,6165,11177,8683,5689,3125,25629,,,,,,5,50450
1,Littleton,33,1,Littleton,33,895 Meadow St,Littleton,HD,1597100526.43766,https://www.homedepot.com/,3561,33,1779794,New Hampshire,NH,"Littleton CDP, New Hampshire",4604,274,594,750,444,299,28417,,,,,,33,42500
1,Littleton,8,,,,3000 W Belleview Ave,Littleton,HD,1597100320.09414,https://www.homedepot.com/,80123,8,1779779,Colorado,CO,"Littleton city, Colorado",47035,3739,7188,6129,4437,3669,44581,,,,,,8,45255
1,Livermore,6,1,Livermore,6,Technology Drive,Livermore,LOW,1597172285.84328,https://www.lowes.com/,94550,6,1779778,California,CA,"Livermore city, California",89027,5991,12280,11681,6793,4718,50470,,,,,,6,41992
1,Liverpool,36,,,,3861 State Route 31,Liverpool,HD,1597100600.92797,https://www.homedepot.com/,13090,36,1779796,New York,NY,"Liverpool village, New York",2174,108,325,215,282,234,35000,,,,,,36,42884
1,Livonia,26,,,,13500 Middlebelt,Livonia,HD,1597100468.06915,https://www.homedepot.com/,48150,26,1779789,Michigan,MI,"Livonia city, Michigan",94567,7169,11889,10427,9673,8786,36906,,,,,,26,49000
1,Lockport,36,,,,5730 S Transit Rd,Lockport,HD,1597100603.03309,https://www.homedepot.com/,14094,36,1779796,New York,NY,"Lockport city, New York",20580,1696,3008,2585,1780,1304,25912,,,,,,36,43082
1,Lodi,34,,,,99 State Route 17 North,Lodi,HD,1597100549.70444,https://www.homedepot.com/,7644,34,1779795,New Jersey,NJ,"Lodi borough, New Jersey",24498,2548,4026,3495,1855,1581,30101,,,,,,34,41100
1,Lodi,6,1,Lodi,6,2960 Reynolds Ranch Pkwy,Lodi,HD,1597100309.2888,https://www.homedepot.com/,95240,6,1779778,California,CA,"Lodi city, California",65006,5885,8764,8137,4987,4181,26864,,,,,,6,42202
1,Logan,49,1,Logan,49,North 300 East,Logan,LOW,1597173678.05959,https://www.lowes.com/,84341,49,1455989,Utah,UT,"North Logan city, Utah",10457,1929,1217,1240,483,451,30669,,,,,,49,54990
1,Logansport,18,,,,4120 E Market Street,Logansport,HD,1597100388.00696,https://www.homedepot.com/,46947,18,448508,Indiana,IN,"Logansport city, Indiana",18141,1648,2397,2489,1434,1261,19556,,,,,,18,44658
1,Loganville,13,1,Loganville,13,Pecan Road,Loganville,LOW,1597172504.99577,https://www.lowes.com/,30052,13,1705317,Georgia,GA,"Loganville city, Georgia",11665,1208,1427,1789,960,857,25537,,,,,,13,47196
1,Lompoc,6,,,,1701 East Ocean Avenue,Lompoc,HD,1597100309.32025,https://www.homedepot.com/,93436,6,1779778,California,CA,"Lompoc city, California",43511,4426,6795,5578,2671,2192,22379,,,,,,6,42524
1,Londonderry,33,,,,41 Nashua Rd,Londonderry,HD,1597100526.60099,https://www.homedepot.com/,3053,33,1779794,New Hampshire,NH,"Londonderry CDP, New Hampshire",11465,983,1043,1414,959,598,39425,,,,,,33,43140
1,Lone Tree,8,,,,8477 S Yosemite Ave,Lone Tree,HD,1597100320.45935,https://www.homedepot.com/,80124,8,1779779,Colorado,CO,"Lone Tree city, Colorado",14209,949,2253,1765,1183,508,67428,,,,,,8,45955
1,Long Island City,36,,,,50-10 Northern Blvd,Long Island City,HD,1597100603.08667,https://www.homedepot.com/,11101,36,1779796,New York,NY,,,,,,,,,,,,,,,
1,Longmont,8,1,Longmont,8,393 S Hover Road,Longmont,HD,1597100320.12625,https://www.homedepot.com/,80501,8,1779779,Colorado,CO,"Longmont city, Colorado",93244,8131,11659,13004,7883,5458,34440,,,,,,8,45970
1,Longview,48,1,Longview,48,North Fourth Street,Longview,LOW,1597173636.36743,https://www.lowes.com/,75605,48,1779801,Texas,TX,"Longview city, Texas",82256,8076,12074,9711,6177,5793,25705,,,,,,48,43888
1,Longview,53,1,Longview,53,Terry Court,Longview,LOW,1597173774.51494,https://www.lowes.com/,98632,53,1779804,Washington,WA,"Longview city, Washington",37092,3178,4424,4008,4336,3541,25084,,,,,,53,40245
1,Lorain,39,1,Lorain,39,52nd Street,Lorain,LOW,1597173325.94507,https://www.lowes.com/,44035,39,1085497,Ohio,OH,"Lorain city, Ohio",63773,6590,7981,7743,5565,4602,20817,,,,,,39,44856
5,Los Angeles,6,,,,4925 W Slauson Avenue,Los Angeles,HD,1597100308.92621,https://www.homedepot.com/,90056,6,1779778,California,CA,"Lake Los Angeles CDP, California",11469,940,1399,1324,847,450,14748,,,,,,6,39612
1,Los Banos,6,,,,1955 E Pacheco Blvd,Los Banos,HD,1597100309.38558,https://www.homedepot.com/,93635,6,1779778,California,CA,"Los Banos city, California",38119,3371,5157,5168,1839,1601,20971,,,,,,6,44028
1,Los Lunas,35,1,Los Lunas,35,Tiger Lane,Los Lunas,LOW,1597173210.74985,https://www.lowes.com/,87130,35,897535,New Mexico,NM,"Los Lunas village, New Mexico",15428,1133,1904,2085,1645,800,24770,,,,,,35,43370
5,Louisville,21,,,,964 Breckenridge Lane,Louisville,HD,1597100407.40564,https://www.homedepot.com/,40207,21,1779786,Kentucky,KY,"Louisville/Jefferson County metro government (balance), Kentucky",617032,57275,91333,76984,51892,37518,29681,,,,,,21,48006
1,Louisville,8,1,Louisville,8,1200 W Dillon Rd,Louisville,HD,1597100320.16712,https://www.homedepot.com/,80027,8,1779779,Colorado,CO,"Louisville city, Colorado",20705,1263,2314,2941,1540,1311,49928,,,,,,8,46355
1,Lovejoy,13,,,,11075 Tara Boulevard,Lovejoy,HD,1597100355.84899,https://www.homedepot.com/,30250,13,1705317,Georgia,GA,"Lovejoy city, Georgia",6484,438,1610,889,167,65,19257,,,,,,13,47616
1,Loveland,8,1,Loveland,8,1355,Loveland,LOW,1597172340.86826,https://www.lowes.com/,80537,8,1779779,Colorado,CO,"Loveland city, Colorado",75395,6242,9878,9816,8187,6053,33778,,,,,,8,46465
2,Lubbock,48,1,Lubbock,48,5801 W Loop 289,Lubbock,HD,1597100821.2169,https://www.homedepot.com/,79414,48,1779801,Texas,TX,"Lubbock city, Texas",250415,47756,38229,27947,16178,13397,26594,,,,,,48,45000
1,Ludington,26,,,,3865 W Us 10,Ludington,HD,1597100468.11734,https://www.homedepot.com/,49431,26,1779789,Michigan,MI,"Ludington city, Michigan",8057,608,864,901,927,945,28689,,,,,,26,49640
1,Lufkin,48,1,Lufkin,48,4211 S Medford Drive,Lufkin,HD,1597100821.2851,https://www.homedepot.com/,75901,48,1779801,Texas,TX,"Lufkin city, Texas",35874,3746,5536,3933,2989,2734,23134,,,,,,48,45072
1,Lynchburg,51,1,Lynchburg,51,East Lynchburg Salem Turnpike,Lynchburg,LOW,1597173717.20114,https://www.lowes.com/,24523,51,1779803,Virginia,VA,"Lynchburg city, Virginia",80131,20142,10777,7004,5806,5446,22972,,,,,,51,47672
1,Macedonia,39,,,,8211 Macedonia Commons Blvd,Macedonia,HD,1597100653.6245,https://www.homedepot.com/,44056,39,1085497,Ohio,OH,"Macedonia city, Ohio",11808,752,1131,1512,1294,913,42719,,,,,,39,45976
1,Machesney Park,17,1,Machesney Park,17,9700,Machesney Park,LOW,1597172624.97496,https://www.lowes.com/,61115,17,1779784,Illinois,IL,"Machesney Park village, Illinois",22906,2021,2975,2937,2150,1040,27392,,,,,,17,45726
1,Macomb Township,26,,,,20777 Hall Road,Macomb Township,HD,1597100468.17001,https://www.homedepot.com/,48044,26,1779789,Michigan,MI,,,,,,,,,,,,,,,
1,Macon,13,2,Macon,13,Woodcrest Road,Macon,LOW,1597172505.5263,https://www.lowes.com/,31206,13,1705317,Georgia,GA,"Macon-Bibb County, Georgia",153490,15709,20707,17864,13309,9448,24409,,,,,,13,49008
1,Madera,6,1,Madera,6,2155 N Schnoor St,Madera,HD,1597100309.42816,https://www.homedepot.com/,93637,6,1779778,California,CA,"Bonadelle Ranchos-Madera Ranchos CDP, California",8971,871,748,1005,970,350,30017,,,,,,6,7379
1,Madison,1,1,Madison,1,Uptown Drive,Madison,LOW,1597172175.83867,https://www.lowes.com/,35757,1,1779775,Alabama,AL,"Madison city, Alabama",48275,3954,6330,6753,3105,2075,45299,,,,,,1,45784
1,Madison,28,1,Madison,28,211 Colony Way,Madison,HD,1597100490.65454,https://www.homedepot.com/,39110,28,1779790,Mississippi,MS,"Madison city, Mississippi",25522,1674,2250,3544,1982,1407,49209,,,,,,28,44520
1,Madison,47,1,Madison,47,1584 Gallatin Pike N,Madison,HD,1597100768.33779,https://www.homedepot.com/,37115,47,1325873,Tennessee,TN,"Madisonville city, Tennessee",4903,407,581,528,656,501,29251,,,,,,47,45320
2,Madison,55,,,,4550 Verona Rd,Madison,HD,1597100929.81434,https://www.homedepot.com/,53711,55,1779806,Wisconsin,WI,"Madison city, Wisconsin",252086,54036,47979,30217,16737,11779,36372,,,,,,55,48000
1,Madison Heights,26,1,Madison Heights,26,Dartmouth Street,Madison Heights,LOW,1597172892.76757,https://www.lowes.com/,48071,26,1779789,Michigan,MI,"Madison Heights city, Michigan",30226,3012,5307,4161,2333,1621,28642,,,,,,26,50560
1,Magnolia,48,,,,6119 Fm 1488,Magnolia,HD,1597100827.04817,https://www.homedepot.com/,77354,48,1779801,Texas,TX,"Magnolia city, Texas",2207,245,266,244,230,93,24667,,,,,,48,46056
1,Mahwah,34,,,,465 State Rt 17,Mahwah,HD,1597100549.80076,https://www.homedepot.com/,7430,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
2,Manassas,51,,,,8805 Liberia Avenue,Manassas,HD,1597100869.89018,https://www.homedepot.com/,20110,51,1779803,Virginia,VA,"Manassas Park city, Virginia",16423,1413,2490,3044,846,489,31420,,,,,,51,48968
1,Manchester,33,,,,129 March Avenue,Manchester,HD,1597100526.70224,https://www.homedepot.com/,3103,33,1779794,New Hampshire,NH,"Manchester city, New Hampshire",111657,11824,19996,13713,8104,6566,30351,,,,,,33,45140
1,Manchester,47,,,,187 Roberts Blvd,Manchester,HD,1597100768.40576,https://www.homedepot.com/,37355,47,1325873,Tennessee,TN,"Manchester city, Tennessee",10561,884,1763,1246,1009,669,25808,,,,,,47,45500
1,Manchester,9,1,Manchester,9,Buckland Hills Drive,Manchester,LOW,1597172361.14291,https://www.lowes.com/,6042,9,1779780,Connecticut,CT,"Manchester CDP, Connecticut",29899,2561,6101,3514,2268,1833,31129,,,,,,9,44690
1,Manhattan,20,,,,605 S Seth Child Rd,Manhattan,HD,1597100401.14443,https://www.homedepot.com/,66502,20,481813,Kansas,KS,"Manhattan city, Kansas",55489,20378,9887,4694,2567,2082,26777,,,,,,20,44250
1,Mankato,27,,,,375 St Andrews Dr,Mankato,HD,1597100484.90463,https://www.homedepot.com/,56001,27,662849,Minnesota,MN,"North Mankato city, Minnesota",13704,976,2007,1795,1051,982,35149,,,,,,27,47068
1,Mansfield,25,,,,390 West Street,Mansfield,HD,1597100444.7256,https://www.homedepot.com/,2048,25,606926,Massachusetts,MA,"Mansfield Center CDP, Massachusetts",7892,533,1520,758,525,492,44481,,,,,,25,38230
1,Mansfield,39,,,,2000 August Drive,Mansfield,HD,1597100654.38368,https://www.homedepot.com/,44906,39,1085497,Ohio,OH,"West Mansfield village, Ohio",688,66,90,89,51,52,23061,,,,,,39,83818
1,Mansfield,48,1,Mansfield,48,Highway 287 North,Mansfield,LOW,1597173637.86754,https://www.lowes.com/,76001,48,1779801,Texas,TX,"Port Mansfield CDP, Texas",88,0,0,0,14,13,34286,,,,,,48,58928
1,Manteca,6,,,,250 Commerce Ave,Manteca,HD,1597100309.45865,https://www.homedepot.com/,95336,6,1779778,California,CA,"Manteca city, California",77073,7176,10636,9809,5472,4078,27130,,,,,,6,45484
1,Mantua,34,,,,320 Bridgeton Pike,Mantua,HD,1597100549.97587,https://www.homedepot.com/,8051,34,1779795,New Jersey,NJ,,,,,,,,,,,,,,,
1,Maple Grove,27,1,Maple Grove,27,15800 Grove Circle North,Maple Grove,HD,1597100484.95531,https://www.homedepot.com/,55369,27,662849,Minnesota,MN,"Maple Grove city, Minnesota",69571,3230,9001,10025,6296,2322,49333,,,,,,27,40166
1,Maple Heights,39,,,,21000 Libby Rd,Maple Heights,HD,1597100653.68203,https://www.homedepot.com/,44137,39,1085497,Ohio,OH,"Maple Heights city, Ohio",22539,2144,3233,2603,1838,1251,21131,,,,,,39,47306
1,Maplewood,27,,,,2360 White Bear Ave No,Maplewood,HD,1597100485.00245,https://www.homedepot.com/,55109,27,662849,Minnesota,MN,"Maplewood city, Minnesota",40387,3050,6549,4878,3241,3297,33392,,,,,,27,40382
1,Marathon,12,,,,4555 Overseas Hwy,Marathon,HD,1597100342.83455,https://www.homedepot.com/,33050,12,294478,Florida,FL,"Marathon city, Florida",8737,805,891,1019,1265,658,37568,,,,,,12,43000
1,Marble Falls,48,1,Marble Falls,48,3200,Marble Falls,LOW,1597173638.36592,https://www.lowes.com/,78654,48,1779801,Texas,TX,"Marble Falls city, Texas",6382,588,696,567,712,646,23175,,,,,,48,46584
3,Marietta,13,1,Marietta,13,Lillie Lake Drive,Marietta,LOW,1597172506.52487,https://www.lowes.com/,30064,13,1705317,Georgia,GA,"Marietta city, Georgia",60410,6985,10575,8690,4317,3253,33020,,,,,,13,49756
1,Marion,17,,,,3200 Banterra Drive,Marion,HD,1597100378.87109,https://www.homedepot.com/,62959,17,1779784,Illinois,IL,"Marion city, Illinois",17646,1210,2513,2230,1725,1911,26395,,,,,,17,46916
1,Marlborough,25,,,,701 Boston Post Rd East,Marlborough,HD,1597100444.76983,https://www.homedepot.com/,1752,25,606926,Massachusetts,MA,"Marlborough city, Massachusetts",39776,3186,5955,5445,3518,2081,40677,,,,,,25,38715
1,Marrero,22,,,,4600 Lapalco Blvd,Marrero,HD,1597100414.13226,https://www.homedepot.com/,70072,22,1629543,Louisiana,LA,"Marrero CDP, Louisiana",32088,2471,4003,3448,3018,2268,21172,,,,,,22,48785
1,Martinez,6,,,,1037 Arnold Drive,Martinez,HD,1597100309.52497,https://www.homedepot.com/,94553,6,1779778,California,CA,"Martinez city, California",38117,3338,4654,4861,3683,2226,47457,,,,,,6,46114
1,Marysville,39,1,Marysville,39,Watkins Road,Marysville,LOW,1597173327.93511,https://www.lowes.com/,43040,39,1085497,Ohio,OH,"Marysville city, Ohio",23509,2207,4164,4014,1449,1014,28292,,,,,,39,48160
1,Marysville,53,,,,9310 Quil Ceda Blvd,Marysville,HD,1597100897.38767,https://www.homedepot.com/,98271,53,1779804,Washington,WA,"North Marysville CDP, Washington",176,0,42,0,29,10,34698,,,,,,53,49992
1,Maryville,47,,,,943 Foot Hills Mall Dr,Maryville,HD,1597100768.46818,https://www.homedepot.com/,37801,47,1325873,Tennessee,TN,"Maryville city, Tennessee",28520,2881,3075,3864,2593,2386,30485,,,,,,47,46380
1,Mason,39,,,,5203 Bardes Rd,Mason,HD,1597100653.09122,https://www.homedepot.com/,45040,39,1085497,Ohio,OH,"Mason city, Ohio",32749,2333,2723,4455,2584,2093,49445,,,,,,39,48188
1,Massena,36,,,,41 Stephenville Road,Massena,HD,1597100603.27122,https://www.homedepot.com/,13662,36,1779796,New York,NY,"Massena village, New York",10090,719,1351,1372,992,871,25434,,,,,,36,46019
1,Massillon,39,1,Massillon,39,Massillon Marketplace Drive Southeast,Massillon,LOW,1597173328.93206,https://www.lowes.com/,44647,39,1085497,Ohio,OH,"Massillon city, Ohio",32366,3023,3662,3926,3371,2660,23869,,,,,,39,48244
1,Matamoras,42,,,,125 Reuben Bell Dr,Matamoras,HD,1597100728.50702,https://www.homedepot.com/,18336,42,1779798,Pennsylvania,PA,"Matamoras borough, Pennsylvania",2250,201,238,301,254,212,37627,,,,,,42,48048
1,Matteson,17,,,,20808 Cicero Ave,Matteson,HD,1597100378.911,https://www.homedepot.com/,60443,17,1779784,Illinois,IL,"Matteson village, Illinois",19336,1939,2048,2540,1802,1105,35857,,,,,,17,47540
1,Matthews,37,1,Matthews,37,East Independence Boulevard,Matthews,LOW,1597173063.60461,https://www.lowes.com/,28105,37,1027616,North Carolina,NC,"Matthews town, North Carolina",31400,2395,3845,3770,2729,2431,39379,,,,,,37,41960
1,Mattoon,17,,,,1301 Fort Worth Way,Mattoon,HD,1597100378.95819,https://www.homedepot.com/,61938,17,1779784,Illinois,IL,"Mattoon city, Illinois",17597,1633,2245,2067,1519,1726,23587,,,,,,17,47553
1,Mayaguez,72,,,,"State Hwy #2, K.M. 149.5 Western Plaza",Mayaguez,HD,1597100944.21821,https://www.homedepot.com/,682,72,1779808,Puerto Rico,PR,,,,,,,,,,,,,,,
1,Mcallen,48,1,Mcallen,48,801 Trenton Road,Mcallen,HD,1597100822.74097,https://www.homedepot.com/,78504,48,1779801,Texas,TX,,,,,,,,,,,,,,,
1,Mcdonough,13,1,Mcdonough,13,Willow Lane,Mcdonough,LOW,1597172506.9994,https://www.lowes.com/,30253,13,1705317,Georgia,GA,,,,,,,,,,,,,,,
1,Mchenry,17,,,,2461 N Richmond Rd,Mchenry,HD,1597100379.04287,https://www.homedepot.com/,60051,17,1779784,Illinois,IL,,,,,,,,,,,,,,,
2,Mckinney,48,2,Mckinney,48,Taylor Burk Drive,Mckinney,LOW,1597173639.87667,https://www.lowes.com/,75071,48,1779801,Texas,TX,,,,,,,,,,,,,,,
1,Meadville,42,,,,18541 Smock Highway,Meadville,HD,1597100728.56899,https://www.homedepot.com/,16335,42,1779798,Pennsylvania,PA,"Meadville city, Pennsylvania",12949,2199,1616,1572,1335,869,22777,,,,,,42,48360
1,Mechanicsburg,42,,,,6000 Carlisle Pike,Mechanicsburg,HD,1597100728.62849,https://www.homedepot.com/,17050,42,1779798,Pennsylvania,PA,"Mechanicsburg borough, Pennsylvania",8987,613,1343,1382,783,682,33384,,,,,,42,48376
1,Mechanicsville,51,1,Mechanicsville,51,7251 Bell Creek Rd,Mechanicsville,HD,1597100870.91795,https://www.homedepot.com/,23111,51,1779803,Virginia,VA,"Mechanicsville CDP, Virginia",37501,2693,4104,4648,4023,2822,37399,,,,,,51,50856
1,Medina,39,,,,4914 Grande Blvd,Medina,HD,1597100653.90846,https://www.homedepot.com/,44256,39,1085497,Ohio,OH,"Medina city, Ohio",26220,1931,3634,3412,2144,1603,32265,,,,,,39,48790
1,Melbourne,12,1,Melbourne,12,Helen Street,Melbourne,LOW,1597172448.73889,https://www.lowes.com/,32904,12,294478,Florida,FL,"Melbourne Beach town, Florida",3224,112,356,305,402,326,50410,,,,,,12,44000
5,Memphis,47,2,Memphis,47,Summer Avenue,Memphis,LOW,1597173574.5071,https://www.lowes.com/,38134,47,1325873,Tennessee,TN,"Memphis city, Tennessee",653248,69496,102654,79915,47459,32730,24243,,,,,,47,48000
1,Menomonee Falls,55,,,,N94 W 18375 Thunder Rdg,Menomonee Falls,HD,1597100928.85226,https://www.homedepot.com/,53051,55,1779806,Wisconsin,WI,"Menomonee Falls village, Wisconsin",36784,2185,4107,4399,3267,3844,43604,,,,,,55,51000
1,Mentor,39,1,Mentor,39,Old Johnny Cake Road,Mentor,LOW,1597173329.43667,https://www.lowes.com/,44060,39,1085497,Ohio,OH,"Mentor city, Ohio",47062,3330,4597,5023,5887,4333,35902,,,,,,39,49056
1,Merced,6,1,Merced,6,1750,Merced,LOW,1597172288.98026,https://www.lowes.com/,95348,6,1779778,California,CA,"University of California-Merced CDP, California",0,0,0,0,0,0,-666666666,,,,,,6,81312
1,Meridian,16,2,Meridian,16,South Alaska Avenue,Meridian,LOW,1597172592.43975,https://www.lowes.com/,83642,16,1779783,Idaho,ID,"Meridian city, Idaho",97008,6642,12878,14531,7429,4357,32585,,,,,,16,52120
1,Merriam,20,,,,5700 Antioch Ave,Merriam,HD,1597100401.22312,https://www.homedepot.com/,66202,20,481813,Kansas,KS,"Merriam city, Kansas",11243,1083,1783,1736,1093,779,34291,,,,,,20,46000
1,Merrillville,18,1,Merrillville,18,East 80th Place,Merrillville,LOW,1597172658.87007,https://www.lowes.com/,46410-5468,18,448508,Indiana,IN,"Merrillville town, Indiana",35032,3276,4664,4441,2785,2501,28381,,,,,,18,48528
1,Merrimack,33,,,,721 Milford Road,Merrimack,HD,1597100527.50305,https://www.homedepot.com/,3054,33,1779794,New Hampshire,NH,"East Merrimack CDP, New Hampshire",4148,223,811,625,310,435,40109,,,,,,33,21780
1,Merritt Island,12,,,,200 N Courtenay Pkwy,Merritt Island,HD,1597100342.90862,https://www.homedepot.com/,32953,12,294478,Florida,FL,"Merritt Island CDP, Florida",36797,2887,3426,3519,4547,3978,36318,,,,,,12,44275
6,Mesa,4,2,Mesa,4,East Southern Avenue,Mesa,LOW,1597172225.19744,https://www.lowes.com/,85208-2305,4,1779777,Arizona,AZ,"First Mesa CDP, Arizona",1981,202,302,232,152,34,11882,,,,,,4,23512
1,Mesquite,48,1,Mesquite,48,4444,Mesquite,LOW,1597173640.37023,https://www.lowes.com/,75150,48,1779801,Texas,TX,"El Mesquite CDP, Texas",0,0,0,0,0,0,-666666666,,,,,,48,23278
1,Methuen,25,,,,72 Pleasant Valley St,Methuen,HD,1597100444.81531,https://www.homedepot.com/,1844,25,606926,Massachusetts,MA,"Methuen Town city, Massachusetts",50019,5301,5715,6705,4495,3055,34390,,,,,,25,40710
